name,title,url,author,publisher,issued,publisher_classification,description,tags,license_id,license_url,license_notes,place,location,country,language,status,metadatacreated,generator,api_endpoint,api_type,full_metadata_download
city-of-minneapolis,Open Data Minneapolis,http://opendata.minneapolismn.gov/,City of Minneapolis,City of Minneapolis,,Government,Open Data Minneapolis,city unitedstates,,,,"Minneapolis, MN","44.9778, -93.2650",US,en,active,,ArcGIS Open Data,,,
city-of-palo-alto,City of Palo Alto,http://data.cityofpaloalto.org/,Diego May,Jonathan Reichental,15/06/2012,Government,A really good open data portal that allows easy finding of data.,,Other (Open),,,"Silicon Valley, California","37.4028036,-122.0410981",US,en,active,,,,,
city-of-passadena,City of Pasadena Open Data,http://data.cityofpasadena.net/,City of Passadena,City of Passadena,,Government,City of Pasadena Open Data,city unitedstates,,,,"Pasadena, CA","34.1561, -118.1319",US,en,active,,Junar,,Junar API,
city-of-providence,City of Providence Open Data Portal,https://data.providenceri.gov/,City of Providence,City of Providence,,Government,City of Providence Open Data Portal,city unitedstates,,,,"Providence, RI","41.8236, -71.4222",US,en,active,,Socrata,,Socrata Open Data API (SODA),
city-of-richmond,City of Richmond Open Data Portal,https://data.richmondgov.com/,City of Richmond,City of Richmond,,Government,City of Richmond Open Data Portal,city unitedstates,,,,"Richmond, VA","37.5333, -77.4667",US,en,active,,Socrata,,Socrata Open Data API (SODA),
city-of-sacramento,City of Sacramento Open Data Portal,http://data.cityofsacramento.org/,City of Sacramento,City of Sacramento,,Government,City of Sacramento Open Data Portal,city unitedstates,,,,"Sacramento, CA","38.5556, -121.4689",US,en,active,,Junar,,Junar API,
city-of-san-jose,City of San Jose,http://data.sanjoseca.gov/,City of San Jose,City of San Jose,,Government,City of San Jose Data Portal,city unitedstates,,,,"San Jose, CA","37.3382, -121.8863",US,en,active,,Junar,,Junar API,
city-of-santa-clarita,City of Santa Clarita Open Data Portal,http://data.santa-clarita.com/,City of Santa Clarita,City of Santa Clarita,,Government,City of Santa Clarita Open Data Portal,city unitedstates,,,,"Santa Clarita, CA","34.4167, -118.5064",US,en,active,,Junar,,Junar API,
city-of-santa-monica,Santa Monica Open Data,https://data.smgov.net/,City of Santa Monica,City of Santa Monica,,Government,Santa Monica Open Data Portal,city unitedstates,,,,"Santa Monica, CA","34.0219, -118.4814",US,en,active,,Socrata,,Socrata Open Data API (SODA),
city-of-waterloo,"Waterloo, Ontario",http://opendata.waterloo.ca/,City of Waterloo,City of Waterloo,,,City of Waterloo Open Data website.,canada,,,,"Waterloo, Ontario","43.4655524,-80.5217786",US,en,active,2012-12-06T16:39:23.644Z,,,,
city-of-west-hollywood,City of West Hollywood Open Data,https://data.weho.org/,City of West Hollywood,City of West Hollywood,,Government,City of West Hollywood Open Data,city unitedstates,,,,"West Hollywood, CA","34.0878, -118.3722",US,en,active,,Socrata,,Socrata Open Data API (SODA),
cityscale-com-ua---know-a-better-place-,CityScale.com.ua - Know a better place.,http://www.cityscale.com.ua/,Alex,,01/03/2013,Institutional,  It's an information portal that represents data about life conditions(but not only) in Ukraine in most suitable for citizens and specialists manner.,,Other (Open),,,Ukraine,"48.3029736,26.6951146",UA,ru,active,,,,,
citywindsor_ca,"Windsor, Ontario",http://www.citywindsor.ca/003713.asp,City of Windsor,City of Windsor,,,You may send [feedback](http://www.citywindsor.ca/003739.asp). Adapted the [Vancouver license](http://www.citywindsor.ca/DataCatalogue/PDF/OpenDataTermsofUse.pdf).,ctic canada,,,,"Windsor, Ontario","42.3032758,-83.0285111",CA,en,active,2011-06-27T18:13:07.736Z,,,,
civicapps_org,Civic Apps for Greater Portland,http://www.civicapps.org/datasets,,,,,"CivicApps Data Catalog, Portland (USA)",ctic unitedstates,,,,"Portland, Oregon","45.5202471,-122.6741949",US,en,active,2011-06-27T18:13:10.236Z,,,,
ckan_ireland,CKAN Ireland,http://ie.ckan.net/,,,,,A community-maintained data catalogue for Ireland.,ckan ctic ireland publicdata-eu ,,,,Ireland,"52.865196,-7.9794599",IE,en,inactive,2011-06-27T18:12:43.064Z,,,,
ckan-brazil,CKAN Brazil,http://br.ckan.net/,Open Knowledge Foundation,Open Knowledge Foundation,,,"Community driven open data portal for Brazil.

Runs on the [CKAN software](http://ckan.org/).

Coordinated by Augusto Herrmann.",ckan,odc-odbl,,,Brazil,"-8.4666145,-51.3333976",BR,pt,inactive,2011-07-04T12:26:15.518Z,,,,
ckan-italia,CKAN Italia,http://it.ckan.net/,OKF Italia,OKF Italia,,,"Open community catalogue for open data in Italy.

Runs on CKAN instance. Hosted by OKF Italia with Stefano Costa and Federico Morando.

Contact: see <http://it.okfn.org/about/>.",ckan publicdata-eu italy,odc-odbl,,,Italy,"42.6384261,12.674297",IT,it,inactive,2011-10-14T10:12:03.043Z,,,,
ckan-serbia,CKAN - Serbia,http://rs.ckan.net/,Mihajlo Pupin Institute team,Mihajlo Pupin Institute team,,,Serbian Government data. CKAN instance set-up as part of the LOD2 WP9 project by the Mihajlo Pupin Institute Team.,level.national ckan publicdata-eu,odc-odbl,,,Serbia,"44.1534121,20.55144",RS,sr,inactive,2012-01-18T16:39:30.621Z,,,,
codeando_mexico,Codeando Mexico,http://datos.codeandomexico.org/,Codeando Mexico,Codeando Mexico,,,"Open data platform for the new era of civic innovation in Mexico, driven by civil society.",mexico ckan,,,,Mexico,"22.5000485,-100.0000375",MX,es,active,2013-06-21T08:10:26.488Z,,,,
colorado,Colorado,http://www.colorado.gov/data/,State of Colorado,State of Colorado,,,"State of Colorado (official) Open Data Catalog

9 datasets (Jan 2012)",ctic unitedstates,,,,"Colorado, United States","38.7251776,-105.6077167",US,en,active,2011-06-27T18:13:12.25Z,,,,
comune-di-matera,Portale Dati aperti del Comune di Matera,http://dati.comune.matera.it/,Comune di Matera,Comune di Matera,,Government,Portale Dati aperti del Comune di Matera,city italia,,,,Matera,"40.6667, 16.6000",IT,it,active,,CKAN,,CKAN API,
comune-di-palermo,Comune di Palermo Open Data,http://www.comune.palermo.it/opendata.php,Comune di Palermo,Comune di Palermo,,Government,Comune di Palermo Open Data,city italia,,,,Palermo,"38.1167, 13.3667",IT,it,active,,,,,
comune-milano,City of Milan Open Data,http://dati.comune.milano.it/,Comune di Milano,Comune di Milano,,,"Open Data portal of the City of Milan, Italy.",level.local eu-official italy,,,,"Milan, Italy","45.4666211,9.1906166",IT,it,active,2013-01-09T10:58:04.459Z,,,,
comune-roma,City of Rome Open Data,http://dati.comune.roma.it/,Roma Capitale,Roma Capitale,,,"Open Data from the City of Rome, Italy.",level.local eu-official italy,,,,"Rome, Italy","41.8932575,12.4830619",IT,it,active,2013-01-09T10:53:34.081Z,,,,
conneticut-transparency,Conneticut Transparency Website,http://transparency.ct.gov/html/main.asp,The Office of Fiscal Analysis (OFA),The Office of Fiscal Analysis (OFA),,,"This site was created in accordance with Public Act 10-155, An Act Requiring the Establishment of a Searchable Database for State Expenditures. This Public Act requires the Office of Fiscal Analysis to establish and maintain a website for the purpose of posting state agency expenditures, including contracts and grants.

The Office of Fiscal Analysis (OFA) is a nonpartisan office that supports the Connecticut General Assembly. To read more about us, please visit our website at <http://www.cga.ct.gov/ofa/>.",finance level.regional,notspecified,,,"Conneticut, USA","42.624486,-82.964592",US,English,active,2012-06-06T15:07:30.59Z,,,,
cook-county-government,Open Data Portal for Cook County Government,http://data.cookcountyil.gov/,Local Authority,Local Authority,,," * Courts
 * Economic Development
 * Finance and Accounting
 * Forest Preserves, Parks & Recreation
 * GIS / Maps
 * Healthcare
 * Public Safety
 * Property & Taxation ",level.local us unitedstates,notspecified,,,"Cook County, USA","41.8197385,-87.756525",US,English,active,2011-12-09T12:08:43.623Z,,,,
cordoba,Open Data Córdoba,http://www.opendatacordoba.com,City of Cordoba,City of Cordoba,,,City of Cordoba Open Data catalog,city ctic level.local spain eu-official,,,,"Cordoba, Spain","37.8844099,-4.7794976",ES,es,active,2011-06-27T18:14:49.78Z,,,,
criik,criik,http://www.criik.com/,Ciudadano Inteligente www.ciudadanointeligente.org,Ciudadano Inteligente www.ciudadanointeligente.org,,,,,,,,South America,"-20.9999998,-61.0000002",mx uy cl,es,active,2012-01-20T16:42:05.33Z,,,,
csiro-data-access-portal,CSIRO Data Access Portal,https://data.csiro.au/,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Commonwealth Scientific and Industrial Research Organisation (CSIRO),,,Data from Australia's national science agency the Commonwealth Scientific and Industrial Research Organisation (CSIRO).,science australia,other-nc,,,Australia,"-24.7761086,134.755",AU,en,active,2013-05-02T06:08:08.619Z,,,,
cub-bordeaux,LaCUB OpenData Bordeaux,http://data.lacub.fr/,Communauté Urbaine de Bordeaux,Communauté Urbaine de Bordeaux,,,"Open Data portal of the Urban Community of Bordeaux.

The Cub has a lot of data of interest to a wide audience, in the areas of transportation, travel, water, sanitation, housing, environment, etc.

The Cub has decided to provide free public data available to citizens, associations, businesses, researchers, so they can reuse them to create innovative digital services (mobile applications, information systems, web portals , etc.).",level.local eu-official france,,,,"Bordeaux, France","44.841225,-0.5800364",FR,fr,active,2012-06-21T07:35:10.731Z,,,,
cz-ckan-net,CKAN Czech Republic,http://cz.ckan.net/,,,,,Czech CKAN powered data catalogue.,public_sector veřejná_správa ckan publicdata-eu,odc-odbl,,,Czech Republic,"49.8167003,15.4749544",CZ,cs en,inactive,2011-07-17T10:35:04.351Z,,,,
dades-obertes-arenys-de-munt,Dades Obertes Arenys de Munt,http://arenysdemunt.smartgovs.info/,,Ajuntament d'Arenys de Munt,18/06/2015,Government,It is a CKAN platform deployed by Smartgovs company,,Open Data Commons - Attribution Share-alike (Open Database License),,,"Arenys de Munt, SP","41.6102971,2.5398319",SP,ct,active,,,,,
dados-al-gov-br,Alagoas em Dados e Informações - Official Open Data Portal from Alagoas State Government,http://dados.al.gov.br,Thiago José Tavares Ávila,Planning and Development Office of Alagoas State Government,20/03/2012,Government,"Alagoas em Dados e Informações is a socioeconomic data and information platform from Alagoas State Government. Offers amount of data like geospatial information (satellite images, vectors, place points), economic and social statistic data, publications about Alagoas economy. It can be acessed by an API and still available at http://dados.al.gov.br",brazil,cc-by-sa,http://opendefinition.org/licenses/cc-by-sa/,,"Alagoas, Brazil","-9.658443,-36.6897704",BR,pt,active,,,,CKAN API,
dados-gov-br,dados.gov.br,http://dados.gov.br/,Brazilian Government,Brazilian Government,,,"Official Brazilian government data portal.

Development led by the Open Data Team (Augusto Herrmann, Christian Miranda, Nitai Bezerra) at the Ministry of Planning, Budget and Management. Uses CKAN with custom theme, plus Wordpress for the content areas.",brazil government ckan,cc-by,,,Brazil,"-8.4666145,-51.3333976",br,pt,active,2011-10-09T18:08:45.4Z,,,,
dados-gov-novo-hamburgo-brasil,"Novo Hamburgo, Rio Grande do Sul, Brazil",http://dados.novohamburgo.rs.gov.br,Prefeitura Municipal de Novo Hamburgo,Prefeitura Municipal de Novo Hamburgo,,,"Open Data portal of the Municipal Administration of the city of Novo Hamburgo, in the state of Rio Grande do Sul, in Brazil. Has official municipal datasets on budgets, income, spending, births and deaths, and more. Uses CKAN.",city ckan demographics government-spending official,odc-odbl,,,"Novo Hamburgo, Rio Grande do Sul, Brazil","-29.6905705,-51.1429035",br,pt,active,2012-12-03T11:04:30.186Z,,,,
dadosabertos-senado-gov-br,Portal de Dados Abertos do Senado Federal (Brazil),http://dadosabertos.senado.gov.br/,Senado Federal (Brazil),Senado Federal (Brazil),,,Open Data Portal for the Brazilian Federal Senate. Uses CKAN.,brazil ckan official senate,notspecified,,,Brazil,"-8.4666145,-51.3333976",br,pt,active,2012-05-15T17:45:54.157Z,,,,
daejeon-metropolitan-city,대전광역시 공공데이터개방,http://data.daejeon.go.kr/,Daejeon Metropolitan City,Daejeon Metropolitan City,,Government,대전광역시 공공데이터개방,city southkorea,,,,Daejeon,"36.3510, 127.3850",KR,ko,active,,,,,
dalian,Dalian (China) Government Information,http://zwgk.dl.gov.cn/,,,,,Dalian Municipal Government Information Service,ctic,,,,Dalian,"38.920716,121.6388678",CN,zh-hans,active,2011-06-27T18:13:16.337Z,,,,
dallas-open-data,Dallas Open Data,https://www.dallasopendata.com/,,,,Government,Open data portal of the City of Dallas.,,Other (Open),,,"Dallas, TX","32.8206645,-96.7313396",US,en,active,,,,,
danepubliczne-gov-pl,Central Repository of Public Information,https://danepubliczne.gov.pl,,Ministry of Administration and Digitisation,09/05/2014,Government,"The Central Repository is an IT tool improving access and reuse of so-called ""information resources"", i.e. public information of particular importance for the development of innovation and information society, as well as public information units that information resources consist of (i.e. texts, reports, tables, accounts, presentations, invoices, acts, notes, ordinances, letters).
Information resources can serve as a basis for innovative products and services, like mobile applications or internet portals.

From the user's perspective, the Central Repository is a convenient tool, which allows to access information resources collected by many different institutions from one place.",poland,Other (Open),,,"Warsaw, Poland","52.232938,21.0611941",PL,pl,active,,,,,
dat-ar---unofficial-argentina's-open-data-catalogue,dat.ar - Unofficial Argentina's open data catalogue,http://datar.noip.me,,dat.ar,13/09/2015,Community,Unofficial repository of public (mostly government related) data.,,Other (Open),,,Argentina,"-35.1124869,-65.241974",AR,"es, en, pt",active,,,,,
data_australia_gov_au,Australian Government Catalogue,http://data.gov.au,Department of Finance,Department of Finance,,,"Data.gov.au provides an easy way to find, access and reuse public datasets from the Australian Government and state and territory governments. The main purpose of the site is to encourage public access to and reuse of government data by providing it in useful formats and under open licences. ",ctic australia,cc-by,,,Australia,"-24.7761086,134.755",AU,en,active,2011-06-27T18:12:36.904Z,,,,
